student_id,session_number,score,archetype
412,6,53.6,plateau
412,7,60.0,plateau
412,8,63.5,plateau
413,1,60.6,plateau
413,2,58.1,plateau
413,3,71.4,plateau
413,4,71.3,plateau
413,5,68.4,plateau
413,6,70.6,plateau
413,7,62.5,plateau
413,8,75.0,plateau
413,9,67.9,plateau
413,10,66.1,plateau
413,11,72.1,plateau
413,12,64.8,plateau
413,13,63.4,plateau
413,14,71.5,plateau
414,1,68.1,declining
414,2,65.1,declining
414,3,66.0,declining
414,4,64.2,declining
414,5,72.2,declining
414,6,60.3,declining
414,7,60.1,declining
414,8,61.4,declining
414,9,60.6,declining
414,10,66.2,declining
414,11,61.2,declining
414,12,50.4,declining
414,13,65.0,declining
415,1,54.0,declining
415,2,52.3,declining
415,3,51.2,declining
415,4,53.6,declining
415,5,53.3,declining
415,6,48.2,declining
415,7,48.5,declining
415,8,45.4,declining
415,9,51.3,declining
415,10,48.9,declining
415,11,38.7,declining
415,12,43.6,declining
415,13,46.7,declining
415,14,44.7,declining
415,15,50.2,declining
415,16,45.7,declining
416,1,36.6,volatile
416,2,35.5,volatile
416,3,42.0,volatile
416,4,51.0,volatile
416,5,46.9,volatile
416,6,56.9,volatile
416,7,28.7,volatile
416,8,53.1,volatile
416,9,55.8,volatile
416,10,29.8,volatile
416,11,50.9,volatile
416,12,45.7,volatile
416,13,37.1,volatile
416,14,52.6,volatile
416,15,50.5,volatile
416,16,47.0,volatile
416,17,47.9,volatile
417,1,61.6,plateau
417,2,65.7,plateau
417,3,78.0,plateau
417,4,68.9,plateau
417,5,72.2,plateau
417,6,72.8,plateau
417,7,77.3,plateau
417,8,79.7,plateau
417,9,75.8,plateau
417,10,75.0,plateau
417,11,73.1,plateau
417,12,76.7,plateau
418,1,62.9,improving
418,2,61.5,improving
418,3,66.6,improving
418,4,69.4,improving
418,5,70.6,improving
418,6,77.5,improving
418,7,67.6,improving
418,8,74.5,improving
418,9,80.3,improving
418,10,81.2,improving
418,11,78.3,improving
418,12,72.3,improving
419,1,66.7,improving
419,2,63.7,improving
419,3,71.5,improving
419,4,72.6,improving
419,5,82.2,improving
419,6,78.9,improving
419,7,75.7,improving
419,8,81.6,improving
419,9,68.9,improving
419,10,89.0,improving
419,11,91.1,improving
419,12,79.1,improving
419,13,80.9,improving
419,14,92.1,improving
420,1,50.1,volatile
420,2,59.2,volatile
420,3,44.6,volatile
420,4,62.1,volatile
420,5,50.3,volatile
420,6,53.4,volatile
420,7,61.9,volatile
420,8,43.5,volatile
421,1,51.3,volatile
421,2,61.9,volatile
421,3,61.1,volatile
421,4,37.8,volatile
421,5,55.6,volatile
421,6,54.2,volatile
421,7,60.9,volatile
421,8,48.6,volatile
421,9,51.0,volatile
421,10,52.3,volatile
421,11,66.9,volatile
421,12,60.5,volatile
421,13,55.7,volatile
421,14,64.9,volatile
421,15,54.6,volatile
421,16,75.0,volatile
421,17,56.2,volatile
422,1,49.0,improving
422,2,56.6,improving
422,3,55.8,improving
422,4,57.5,improving
422,5,55.9,improving
422,6,59.9,improving
422,7,63.9,improving
422,8,53.5,improving
422,9,66.3,improving
422,10,61.6,improving
422,11,78.2,improving
422,12,68.1,improving
422,13,71.2,improving
422,14,77.5,improving
422,15,73.1,improving
422,16,84.8,improving
423,1,58.9,plateau
423,2,65.3,plateau
423,3,55.0,plateau
423,4,64.0,plateau
423,5,65.7,plateau
423,6,70.3,plateau
423,7,66.5,plateau
423,8,72.7,plateau
423,9,67.4,plateau
423,10,73.8,plateau
423,11,64.8,plateau
423,12,71.4,plateau
423,13,71.6,plateau
423,14,66.3,plateau
423,15,65.8,plateau
423,16,73.6,plateau
423,17,70.2,plateau
423,18,62.4,plateau
423,19,67.3,plateau
424,1,56.4,improving
424,2,55.1,improving
424,3,58.8,improving
424,4,64.2,improving
424,5,60.4,improving
424,6,56.5,improving
424,7,65.8,improving
424,8,65.1,improving
424,9,73.5,improving
424,10,67.5,improving
424,11,78.1,improving
424,12,73.7,improving
424,13,78.0,improving
424,14,80.5,improving
425,1,51.2,declining
425,2,56.7,declining
425,3,54.9,declining
425,4,59.1,declining
425,5,49.2,declining
425,6,48.5,declining
425,7,48.5,declining
425,8,42.4,declining
425,9,37.9,declining
425,10,48.3,declining
425,11,44.0,declining
425,12,36.2,declining
425,13,38.4,declining
425,14,36.0,declining
425,15,36.7,declining
425,16,40.2,declining
425,17,30.7,declining
425,18,36.0,declining
425,19,33.0,declining
426,1,48.4,declining
426,2,49.9,declining
426,3,50.9,declining
426,4,56.1,declining
426,5,48.5,declining
426,6,49.6,declining
426,7,41.7,declining
426,8,42.3,declining
426,9,40.6,declining
426,10,41.9,declining
426,11,36.3,declining
426,12,48.8,declining
426,13,35.8,declining
426,14,37.8,declining
426,15,32.8,declining
426,16,37.5,declining
426,17,41.0,declining
427,1,29.0,volatile
427,2,47.1,volatile
427,3,34.5,volatile
427,4,31.1,volatile
427,5,43.2,volatile
427,6,42.3,volatile
427,7,39.4,volatile
427,8,28.4,volatile
427,9,47.4,volatile
427,10,33.5,volatile
427,11,51.0,volatile
427,12,52.4,volatile
427,13,41.2,volatile
427,14,23.2,volatile
427,15,53.2,volatile
427,16,39.6,volatile
427,17,42.9,volatile
427,18,48.1,volatile
428,1,61.6,plateau
428,2,62.3,plateau
428,3,66.9,plateau
428,4,64.6,plateau
428,5,59.0,plateau
428,6,66.4,plateau
428,7,69.8,plateau
428,8,72.4,plateau
428,9,73.2,plateau
428,10,82.4,plateau
428,11,66.8,plateau
428,12,71.3,plateau
429,1,60.4,plateau
429,2,60.4,plateau
429,3,57.8,plateau
429,4,59.9,plateau
429,5,60.1,plateau
429,6,61.6,plateau
429,7,64.2,plateau
429,8,61.1,plateau
429,9,59.9,plateau
429,10,69.2,plateau
429,11,62.4,plateau
429,12,59.8,plateau
429,13,62.3,plateau
429,14,58.7,plateau
429,15,59.0,plateau
429,16,63.2,plateau
429,17,65.8,plateau
430,1,61.4,improving
430,2,46.6,improving
430,3,56.8,improving
430,4,65.7,improving
430,5,63.5,improving
430,6,71.3,improving
430,7,61.1,improving
430,8,64.3,improving
430,9,61.8,improving
430,10,62.8,improving
430,11,57.6,improving
430,12,77.0,improving
431,1,66.5,volatile
431,2,55.0,volatile
431,3,40.2,volatile
431,4,60.0,volatile
431,5,49.0,volatile
431,6,62.8,volatile
431,7,39.9,volatile
431,8,52.7,volatile
432,1,58.2,plateau
432,2,58.5,plateau
432,3,62.2,plateau
432,4,64.9,plateau
432,5,67.4,plateau
432,6,71.2,plateau
432,7,70.2,plateau
432,8,70.6,plateau
432,9,65.6,plateau
432,10,64.3,plateau
432,11,64.6,plateau
432,12,62.0,plateau
432,13,67.6,plateau
432,14,61.6,plateau
432,15,67.9,plateau
432,16,72.5,plateau
433,1,52.5,volatile
433,2,45.4,volatile
433,3,55.9,volatile
433,4,63.8,volatile
433,5,58.3,volatile
433,6,48.4,volatile
433,7,67.7,volatile
433,8,60.5,volatile
433,9,69.4,volatile
434,1,56.8,plateau
434,2,57.3,plateau
434,3,52.8,plateau
434,4,55.4,plateau
434,5,64.3,plateau
434,6,57.4,plateau
434,7,65.8,plateau
434,8,58.6,plateau
434,9,60.8,plateau
434,10,66.3,plateau
434,11,60.0,plateau
434,12,60.6,plateau
434,13,66.8,plateau
435,1,63.4,improving
435,2,63.8,improving
435,3,62.9,improving
435,4,67.5,improving
435,5,64.0,improving
435,6,79.3,improving
435,7,73.7,improving
435,8,70.0,improving
435,9,78.6,improving
435,10,77.1,improving
435,11,81.0,improving
435,12,86.7,improving
435,13,87.4,improving
435,14,81.7,improving
435,15,81.3,improving
435,16,82.6,improving
435,17,91.0,improving
436,1,50.0,improving
436,2,44.8,improving
436,3,48.1,improving
436,4,52.9,improving
436,5,56.2,improving
436,6,57.9,improving
436,7,52.0,improving
436,8,61.2,improving
436,9,61.4,improving
436,10,63.5,improving
436,11,57.4,improving
436,12,59.9,improving
436,13,65.6,improving
437,1,32.0,volatile
437,2,47.1,volatile
437,3,49.2,volatile
437,4,60.4,volatile
437,5,29.8,volatile
437,6,49.6,volatile
437,7,44.4,volatile
437,8,58.5,volatile
437,9,42.3,volatile
437,10,39.9,volatile
437,11,68.1,volatile
437,12,52.7,volatile
437,13,56.8,volatile
438,1,42.6,plateau
438,2,60.7,plateau
438,3,57.5,plateau
438,4,56.8,plateau
438,5,51.7,plateau
438,6,61.0,plateau
438,7,61.0,plateau
438,8,69.0,plateau
438,9,67.4,plateau
438,10,67.0,plateau
438,11,62.6,plateau
438,12,60.9,plateau
438,13,62.3,plateau
438,14,59.0,plateau
438,15,58.1,plateau
438,16,59.5,plateau
439,1,71.1,declining
439,2,67.4,declining
439,3,60.8,declining
439,4,70.0,declining
439,5,65.9,declining
439,6,60.6,declining
439,7,60.0,declining
439,8,50.0,declining
439,9,56.5,declining
440,1,56.5,declining
440,2,55.0,declining
440,3,64.5,declining
440,4,62.5,declining
440,5,52.5,declining
440,6,55.7,declining
440,7,58.4,declining
440,8,56.4,declining
440,9,58.6,declining
440,10,54.5,declining
440,11,56.7,declining
440,12,58.1,declining
440,13,55.2,declining
440,14,51.7,declining
440,15,44.8,declining
440,16,36.6,declining
440,17,42.7,declining
441,1,56.2,improving
441,2,54.0,improving
441,3,53.6,improving
441,4,54.9,improving
441,5,61.6,improving
441,6,60.6,improving
441,7,58.6,improving
441,8,73.5,improving
441,9,60.7,improving
442,1,52.2,improving
442,2,55.5,improving
442,3,59.5,improving
442,4,63.5,improving
442,5,60.6,improving
442,6,65.4,improving
442,7,64.0,improving
442,8,65.6,improving
442,9,69.7,improving
443,1,42.6,volatile
443,2,40.4,volatile
443,3,40.8,volatile
443,4,44.8,volatile
443,5,40.5,volatile
443,6,55.4,volatile
443,7,38.2,volatile
443,8,34.2,volatile
443,9,56.4,volatile
443,10,43.1,volatile
444,1,50.8,plateau
444,2,60.3,plateau
444,3,58.7,plateau
444,4,61.8,plateau
444,5,55.7,plateau
444,6,62.3,plateau
444,7,53.8,plateau
444,8,57.7,plateau
444,9,66.4,plateau
445,1,54.7,declining
445,2,48.0,declining
445,3,47.7,declining
445,4,59.0,declining
445,5,48.6,declining
445,6,42.3,declining
445,7,48.5,declining
445,8,48.5,declining
445,9,50.3,declining
445,10,44.0,declining
445,11,41.1,declining
445,12,37.0,declining
445,13,36.2,declining
445,14,42.6,declining
445,15,37.7,declining
445,16,38.1,declining
445,17,34.6,declining
445,18,30.8,declining
445,19,31.4,declining
446,1,51.3,volatile
446,2,47.8,volatile
446,3,39.1,volatile
446,4,62.9,volatile
446,5,49.6,volatile
446,6,59.1,volatile
446,7,35.1,volatile
446,8,59.0,volatile
446,9,57.5,volatile
446,10,60.7,volatile
446,11,53.7,volatile
446,12,33.4,volatile
446,13,32.9,volatile
446,14,57.2,volatile
446,15,40.8,volatile
447,1,49.3,improving
447,2,54.5,improving
447,3,54.3,improving
447,4,55.0,improving
447,5,56.3,improving
447,6,54.4,improving
447,7,56.6,improving
447,8,68.6,improving
447,9,50.6,improving
447,10,63.8,improving
447,11,67.8,improving
447,12,60.0,improving
448,1,72.0,declining
448,2,67.2,declining
448,3,63.0,declining
448,4,59.7,declining
448,5,62.2,declining
448,6,58.9,declining
448,7,58.3,declining
448,8,56.4,declining
448,9,56.7,declining
448,10,59.7,declining
448,11,45.1,declining
448,12,59.8,declining
448,13,52.5,declining
448,14,50.5,declining
449,1,54.9,plateau
449,2,60.2,plateau
449,3,61.7,plateau
449,4,58.7,plateau
449,5,60.4,plateau
449,6,53.6,plateau
449,7,47.2,plateau
449,8,61.5,plateau
449,9,52.5,plateau
449,10,70.1,plateau
449,11,49.9,plateau
449,12,61.5,plateau
449,13,55.9,plateau
449,14,52.8,plateau
450,1,37.8,declining
450,2,39.5,declining
450,3,37.5,declining
450,4,33.9,declining
450,5,34.7,declining
450,6,30.4,declining
450,7,29.7,declining
450,8,36.8,declining
450,9,41.5,declining
450,10,27.9,declining
450,11,37.4,declining
451,1,68.0,plateau
451,2,70.2,plateau
451,3,70.8,plateau
451,4,69.8,plateau
451,5,76.2,plateau
451,6,75.8,plateau
451,7,77.6,plateau
451,8,79.5,plateau
451,9,70.9,plateau
451,10,79.8,plateau
451,11,75.3,plateau
451,12,72.9,plateau
451,13,78.0,plateau
451,14,78.5,plateau
451,15,84.8,plateau
451,16,83.8,plateau
452,1,41.0,improving
452,2,40.0,improving
452,3,47.5,improving
452,4,43.1,improving
452,5,47.9,improving
452,6,56.8,improving
452,7,43.8,improving
452,8,58.2,improving
452,9,62.3,improving
452,10,64.3,improving
452,11,61.7,improving
453,1,45.8,declining
453,2,40.3,declining
453,3,40.7,declining
453,4,40.0,declining
453,5,33.0,declining
453,6,45.2,declining
453,7,38.9,declining
453,8,36.1,declining
453,9,45.1,declining
453,10,49.2,declining
453,11,33.9,declining
453,12,34.4,declining
453,13,36.1,declining
454,1,62.2,declining
454,2,50.2,declining
454,3,63.2,declining
454,4,55.9,declining
454,5,62.7,declining
454,6,55.0,declining
454,7,49.9,declining
454,8,44.4,declining
454,9,50.7,declining
454,10,57.3,declining
454,11,53.0,declining
454,12,37.9,declining
454,13,50.5,declining
454,14,49.5,declining
454,15,39.1,declining
454,16,43.6,declining
455,1,39.9,improving
455,2,38.9,improving
455,3,51.2,improving
455,4,51.0,improving
455,5,45.8,improving
455,6,50.6,improving
455,7,50.3,improving
455,8,51.1,improving
455,9,52.8,improving
455,10,66.1,improving
455,11,70.5,improving
455,12,66.1,improving
455,13,58.1,improving
456,1,58.2,plateau
456,2,65.6,plateau
456,3,51.8,plateau
456,4,65.6,plateau
456,5,62.3,plateau
456,6,60.5,plateau
456,7,62.3,plateau
456,8,63.2,plateau
456,9,58.7,plateau
456,10,57.0,plateau
456,11,69.2,plateau
456,12,58.6,plateau
456,13,57.0,plateau
456,14,57.7,plateau
456,15,63.3,plateau
456,16,62.5,plateau
456,17,62.0,plateau
457,1,46.6,plateau
457,2,45.3,plateau
457,3,41.7,plateau
457,4,53.7,plateau
457,5,51.1,plateau
457,6,47.2,plateau
457,7,59.7,plateau
457,8,47.7,plateau
457,9,48.6,plateau
457,10,51.9,plateau
457,11,48.4,plateau
457,12,52.0,plateau
457,13,46.0,plateau
457,14,52.0,plateau
457,15,55.7,plateau
457,16,55.1,plateau
457,17,55.1,plateau
457,18,53.4,plateau
458,1,68.2,declining
458,2,68.8,declining
458,3,62.7,declining
458,4,60.2,declining
458,5,54.9,declining
458,6,70.9,declining
458,7,70.2,declining
458,8,59.6,declining
458,9,61.7,declining
458,10,65.2,declining
458,11,47.4,declining
458,12,47.5,declining
458,13,64.9,declining
459,1,41.6,declining
459,2,46.1,declining
459,3,40.0,declining
459,4,48.7,declining
459,5,40.7,declining
459,6,38.6,declining
459,7,40.3,declining
459,8,41.9,declining
460,1,50.5,declining
460,2,53.4,declining
460,3,56.3,declining
460,4,51.5,declining
460,5,46.2,declining
460,6,42.2,declining
460,7,48.4,declining
460,8,46.0,declining
460,9,44.5,declining
460,10,43.4,declining
460,11,38.6,declining
460,12,34.1,declining
461,1,50.9,plateau
461,2,66.1,plateau
461,3,58.3,plateau
461,4,63.4,plateau
461,5,57.4,plateau
461,6,68.3,plateau
461,7,73.3,plateau
461,8,66.6,plateau
461,9,65.5,plateau
461,10,62.6,plateau
461,11,71.1,plateau
461,12,59.3,plateau
461,13,66.9,plateau
461,14,66.6,plateau
461,15,62.8,plateau
461,16,71.4,plateau
462,1,56.3,plateau
462,2,62.0,plateau
462,3,63.1,plateau
462,4,66.1,plateau
462,5,68.4,plateau
462,6,68.5,plateau
462,7,65.4,plateau
462,8,62.8,plateau
462,9,70.3,plateau
463,1,71.9,volatile
463,2,79.9,volatile
463,3,54.6,volatile
463,4,65.6,volatile
463,5,67.9,volatile
463,6,75.0,volatile
463,7,83.6,volatile
463,8,75.1,volatile
463,9,79.9,volatile
463,10,57.7,volatile
464,1,64.0,plateau
464,2,65.2,plateau
464,3,65.8,plateau
464,4,68.6,plateau
464,5,66.0,plateau
464,6,64.0,plateau
464,7,63.7,plateau
464,8,70.1,plateau
464,9,66.1,plateau
464,10,63.5,plateau
464,11,64.7,plateau
464,12,67.4,plateau
464,13,74.7,plateau
464,14,65.0,plateau
464,15,64.4,plateau
464,16,69.2,plateau
464,17,68.8,plateau
465,1,60.0,volatile
465,2,69.6,volatile
465,3,77.7,volatile
465,4,69.4,volatile
465,5,51.6,volatile
465,6,67.0,volatile
465,7,53.1,volatile
465,8,50.8,volatile
465,9,55.5,volatile
465,10,58.3,volatile
465,11,69.6,volatile
465,12,48.4,volatile
465,13,46.1,volatile
465,14,75.7,volatile
465,15,51.5,volatile
466,1,54.1,volatile
466,2,55.7,volatile
466,3,68.3,volatile
466,4,56.0,volatile
466,5,61.6,volatile
466,6,80.3,volatile
466,7,83.2,volatile
466,8,54.3,volatile
466,9,56.1,volatile
466,10,63.2,volatile
467,1,50.8,improving
467,2,48.7,improving
467,3,58.6,improving
467,4,61.7,improving
467,5,68.2,improving
467,6,62.7,improving
467,7,59.8,improving
467,8,70.9,improving
468,1,58.3,improving
468,2,59.3,improving
468,3,52.2,improving
468,4,60.0,improving
468,5,66.8,improving
468,6,70.5,improving
468,7,69.3,improving
468,8,68.4,improving
468,9,70.2,improving
468,10,58.7,improving
468,11,81.0,improving
468,12,74.3,improving
468,13,69.2,improving
468,14,71.8,improving
468,15,74.2,improving
468,16,89.7,improving
468,17,79.2,improving
468,18,88.1,improving
469,1,59.8,volatile
469,2,61.4,volatile
469,3,46.7,volatile
469,4,40.4,volatile
469,5,62.2,volatile
469,6,49.1,volatile
469,7,61.4,volatile
469,8,49.5,volatile
470,1,54.0,plateau
470,2,52.7,plateau
470,3,55.1,plateau
470,4,57.4,plateau
470,5,60.1,plateau
470,6,58.9,plateau
470,7,67.6,plateau
470,8,59.5,plateau
470,9,68.5,plateau
470,10,61.2,plateau
470,11,59.5,plateau
471,1,62.0,plateau
471,2,66.1,plateau
471,3,68.6,plateau
471,4,68.8,plateau
471,5,67.1,plateau
471,6,71.7,plateau
471,7,69.7,plateau
471,8,67.5,plateau
471,9,72.7,plateau
471,10,66.6,plateau
471,11,72.5,plateau
471,12,70.5,plateau
471,13,75.4,plateau
471,14,63.9,plateau
471,15,75.7,plateau
471,16,73.7,plateau
471,17,80.7,plateau
471,18,76.4,plateau
472,1,53.9,volatile
472,2,65.2,volatile
472,3,46.1,volatile
472,4,49.6,volatile
472,5,36.7,volatile
472,6,42.1,volatile
472,7,59.9,volatile
472,8,64.1,volatile
473,1,62.1,improving
473,2,56.6,improving
473,3,55.2,improving
473,4,58.5,improving
473,5,65.2,improving
473,6,61.4,improving
473,7,73.4,improving
473,8,60.8,improving
473,9,73.5,improving
473,10,79.1,improving
473,11,85.9,improving
473,12,67.0,improving
473,13,70.7,improving
473,14,80.5,improving
473,15,84.6,improving
473,16,89.7,improving
473,17,85.4,improving
473,18,90.4,improving
474,1,68.6,improving
474,2,64.0,improving
474,3,72.0,improving
474,4,64.9,improving
474,5,64.6,improving
474,6,73.4,improving
474,7,78.9,improving
474,8,75.5,improving
474,9,69.4,improving
474,10,80.8,improving
474,11,82.6,improving
474,12,72.6,improving
474,13,90.3,improving
474,14,100.0,improving
474,15,87.3,improving
474,16,90.9,improving
474,17,100.0,improving
474,18,88.4,improving
475,1,45.8,volatile
475,2,28.9,volatile
475,3,54.3,volatile
475,4,26.7,volatile
475,5,38.9,volatile
475,6,35.8,volatile
475,7,46.2,volatile
475,8,33.6,volatile
475,9,50.6,volatile
475,10,33.4,volatile
475,11,41.7,volatile
476,1,53.0,volatile
476,2,60.3,volatile
476,3,65.5,volatile
476,4,64.5,volatile
476,5,51.8,volatile
476,6,63.0,volatile
476,7,62.6,volatile
476,8,49.6,volatile
476,9,51.4,volatile
476,10,48.4,volatile
476,11,54.7,volatile
476,12,45.6,volatile
476,13,49.2,volatile
476,14,49.9,volatile
476,15,50.7,volatile
477,1,55.0,declining
477,2,45.5,declining
477,3,51.7,declining
477,4,52.4,declining
477,5,49.7,declining
477,6,40.0,declining
477,7,46.7,declining
477,8,46.6,declining
477,9,49.6,declining
477,10,34.1,declining
477,11,46.2,declining
478,1,54.6,volatile
478,2,56.0,volatile
478,3,46.0,volatile
478,4,44.4,volatile
478,5,49.9,volatile
478,6,52.1,volatile
478,7,36.1,volatile
478,8,52.4,volatile
478,9,49.4,volatile
478,10,65.4,volatile
478,11,44.5,volatile
478,12,64.6,volatile
479,1,67.7,plateau
479,2,59.5,plateau
479,3,66.6,plateau
479,4,64.7,plateau
479,5,62.7,plateau
479,6,74.2,plateau
479,7,55.5,plateau
479,8,65.3,plateau
479,9,65.5,plateau
479,10,66.3,plateau
479,11,65.8,plateau
479,12,72.2,plateau
479,13,66.4,plateau
479,14,73.6,plateau
479,15,68.5,plateau
479,16,67.0,plateau
479,17,76.0,plateau
479,18,69.7,plateau
479,19,57.8,plateau
480,1,69.9,declining
480,2,74.1,declining
480,3,73.8,declining
480,4,67.5,declining
480,5,63.5,declining
480,6,65.1,declining
480,7,65.6,declining
480,8,64.8,declining
480,9,69.3,declining
480,10,60.9,declining
481,1,55.9,improving
481,2,59.0,improving
481,3,65.7,improving
481,4,56.5,improving
481,5,66.2,improving
481,6,67.0,improving
481,7,69.4,improving
481,8,65.1,improving
481,9,78.8,improving
481,10,72.9,improving
481,11,66.7,improving
481,12,74.2,improving
482,1,37.4,declining
482,2,34.4,declining
482,3,35.5,declining
482,4,34.3,declining
482,5,31.2,declining
482,6,36.6,declining
482,7,37.0,declining
482,8,35.3,declining
482,9,34.5,declining
482,10,31.7,declining
482,11,30.1,declining
482,12,32.9,declining
483,1,67.0,plateau
483,2,67.2,plateau
483,3,74.1,plateau
483,4,70.0,plateau
483,5,67.2,plateau
483,6,77.1,plateau
483,7,70.4,plateau
483,8,75.7,plateau
484,1,46.7,volatile
484,2,47.0,volatile
484,3,54.1,volatile
484,4,54.7,volatile
484,5,51.4,volatile
484,6,50.0,volatile
484,7,65.4,volatile
484,8,46.8,volatile
484,9,67.0,volatile
484,10,56.3,volatile
484,11,64.0,volatile
484,12,51.8,volatile
484,13,49.9,volatile
484,14,59.6,volatile
484,15,53.8,volatile
485,1,53.3,volatile
485,2,43.9,volatile
485,3,30.1,volatile
485,4,38.1,volatile
485,5,51.1,volatile
485,6,66.1,volatile
485,7,49.4,volatile
485,8,66.2,volatile
485,9,51.2,volatile
486,1,58.1,declining
486,2,62.3,declining
486,3,58.8,declining
486,4,62.2,declining
486,5,64.1,declining
486,6,53.8,declining
486,7,49.7,declining
486,8,51.8,declining
486,9,45.6,declining
486,10,54.6,declining
486,11,49.3,declining
486,12,47.8,declining
486,13,48.6,declining
486,14,39.7,declining
487,1,59.6,declining
487,2,61.9,declining
487,3,58.8,declining
487,4,60.8,declining
487,5,53.6,declining
487,6,53.3,declining
487,7,57.1,declining
487,8,54.6,declining
487,9,51.3,declining
487,10,43.5,declining
488,1,48.9,volatile
488,2,60.1,volatile
488,3,50.1,volatile
488,4,72.3,volatile
488,5,64.7,volatile
488,6,67.1,volatile
488,7,58.5,volatile
488,8,49.7,volatile
488,9,56.9,volatile
488,10,65.8,volatile
488,11,59.4,volatile
489,1,62.9,improving
489,2,67.8,improving
489,3,74.5,improving
489,4,64.8,improving
489,5,73.0,improving
489,6,73.8,improving
489,7,78.2,improving
489,8,79.1,improving
489,9,72.9,improving
489,10,88.4,improving
490,1,63.7,plateau
490,2,58.1,plateau
490,3,71.1,plateau
490,4,66.3,plateau
490,5,67.0,plateau
490,6,74.6,plateau
490,7,65.9,plateau
490,8,72.9,plateau
490,9,69.5,plateau
490,10,71.4,plateau
490,11,71.8,plateau
490,12,70.2,plateau
490,13,74.6,plateau
490,14,70.1,plateau
491,1,47.5,improving
491,2,45.6,improving
491,3,37.9,improving
491,4,50.8,improving
491,5,46.1,improving
491,6,57.8,improving
491,7,51.2,improving
491,8,55.8,improving
491,9,61.8,improving
491,10,62.9,improving
492,1,43.2,declining
492,2,43.2,declining
492,3,47.7,declining
492,4,45.1,declining
492,5,41.4,declining
492,6,37.8,declining
492,7,39.9,declining
492,8,35.2,declining
492,9,30.8,declining
492,10,41.0,declining
492,11,31.2,declining
492,12,32.3,declining
492,13,32.0,declining
492,14,39.4,declining
493,1,44.6,volatile
493,2,47.5,volatile
493,3,64.9,volatile
493,4,57.6,volatile
493,5,51.2,volatile
493,6,47.2,volatile
493,7,59.0,volatile
493,8,41.5,volatile
493,9,67.4,volatile
493,10,66.3,volatile
493,11,67.6,volatile
493,12,72.2,volatile
493,13,47.3,volatile
493,14,47.7,volatile
493,15,56.2,volatile
493,16,54.7,volatile
493,17,54.4,volatile
493,18,47.2,volatile
494,1,68.6,plateau
494,2,61.5,plateau
494,3,68.5,plateau
494,4,74.7,plateau
494,5,68.5,plateau
494,6,62.1,plateau
494,7,69.2,plateau
494,8,67.1,plateau
494,9,69.6,plateau
494,10,80.3,plateau
494,11,78.9,plateau
494,12,77.8,plateau
494,13,70.4,plateau
494,14,79.3,plateau
494,15,61.1,plateau
494,16,69.2,plateau
494,17,73.9,plateau
495,1,45.3,improving
495,2,53.5,improving
495,3,56.1,improving
495,4,58.3,improving
495,5,58.1,improving
495,6,60.6,improving
495,7,63.6,improving
495,8,58.3,improving
495,9,72.7,improving
495,10,62.9,improving
495,11,65.8,improving
495,12,62.4,improving
495,13,67.8,improving
495,14,81.1,improving
496,1,58.4,improving
496,2,54.0,improving
496,3,58.6,improving
496,4,58.7,improving
496,5,62.5,improving
496,6,58.3,improving
496,7,63.2,improving
496,8,69.6,improving
496,9,67.6,improving
496,10,58.7,improving
496,11,69.1,improving
496,12,70.6,improving
496,13,70.5,improving
496,14,73.7,improving
496,15,83.9,improving
496,16,70.3,improving
496,17,91.8,improving
496,18,77.7,improving
496,19,89.8,improving
497,1,42.6,plateau
497,2,49.1,plateau
497,3,49.5,plateau
497,4,51.9,plateau
497,5,52.7,plateau
497,6,58.0,plateau
497,7,58.6,plateau
497,8,51.4,plateau
497,9,56.8,plateau
497,10,57.8,plateau
497,11,56.0,plateau
498,1,52.2,improving
498,2,57.8,improving
498,3,54.2,improving
498,4,61.8,improving
498,5,65.6,improving
498,6,72.5,improving
498,7,65.0,improving
498,8,70.6,improving
498,9,64.6,improving
498,10,71.4,improving
498,11,83.6,improving
498,12,76.5,improving
498,13,70.7,improving
498,14,76.8,improving
498,15,62.2,improving
498,16,94.3,improving
498,17,83.9,improving
498,18,83.5,improving
498,19,88.9,improving
499,1,54.5,plateau
499,2,44.9,plateau
499,3,47.6,plateau
499,4,48.4,plateau
499,5,52.1,plateau
499,6,63.7,plateau
499,7,52.5,plateau
499,8,58.0,plateau
499,9,57.5,plateau
499,10,56.8,plateau
499,11,63.1,plateau
499,12,59.5,plateau
499,13,59.2,plateau
499,14,58.0,plateau
499,15,56.6,plateau
499,16,59.3,plateau
500,1,48.6,declining
500,2,43.3,declining
500,3,42.2,declining
500,4,42.5,declining
500,5,38.8,declining
500,6,37.9,declining
500,7,44.1,declining
500,8,39.0,declining
500,9,34.4,declining
500,10,31.7,declining
500,11,28.5,declining
500,12,40.3,declining
501,1,50.2,plateau
501,2,53.9,plateau
501,3,60.3,plateau
501,4,58.9,plateau
501,5,62.4,plateau
501,6,59.6,plateau
501,7,64.7,plateau
501,8,62.8,plateau
501,9,67.6,plateau
501,10,68.4,plateau
501,11,64.4,plateau
501,12,60.9,plateau
502,1,41.3,improving
502,2,35.6,improving
502,3,48.3,improving
502,4,48.2,improving
502,5,48.9,improving
502,6,49.2,improving
502,7,46.4,improving
502,8,50.1,improving
502,9,55.3,improving
503,1,63.0,plateau
503,2,64.3,plateau
503,3,75.1,plateau
503,4,60.7,plateau
503,5,70.8,plateau
503,6,63.1,plateau
